seq,ts_unix_ms,event_type,payload 
3459,1785000283385,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3460,1785000283419,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3461,1785000283453,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3462,1785000283485,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3463,1785000283520,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3464,1785000283553,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3465,1785000283581,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3466,1785000283609,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3467,1785000283642,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3468,1785000283672,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3469,1785000283704,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3470,1785000283732,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3471,1785000283763,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3472,1785000283792,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3473,1785000283824,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3474,1785000283858,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3475,1785000283891,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3476,1785000283922,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3477,1785000283950,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3478,1785000283980,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3479,1785000284013,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3480,1785000284046,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3481,1785000284078,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3482,1785000284107,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3483,1785000284136,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3484,1785000284177,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3485,1785000284209,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3486,1785000284240,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3487,1785000284270,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3488,1785000284299,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3489,1785000284332,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3490,1785000284362,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3491,1785000284391,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3492,1785000284427,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3493,1785000284457,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3494,1785000284487,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3495,1785000284515,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3496,1785000284551,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3497,1785000284581,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3498,1785000284612,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3499,1785000284642,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3500,1785000284672,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3501,1785000284702,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3502,1785000284735,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3503,1785000284765,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3504,1785000284797,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3505,1785000284827,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3506,1785000284859,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3507,1785000284893,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3508,1785000284943,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3509,1785000284978,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3510,1785000285019,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3511,1785000285055,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3512,1785000285085,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3513,1785000285118,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3514,1785000285150,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3515,1785000285186,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3516,1785000285217,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3517,1785000285246,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3518,1785000285275,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3519,1785000285303,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3520,1785000285336,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3521,1785000285365,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3522,1785000285394,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3523,1785000285424,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3524,1785000285455,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3525,1785000285484,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3526,1785000285512,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3527,1785000285540,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3528,1785000285574,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3529,1785000285626,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3530,1785000285681,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3531,1785000285718,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3532,1785000285747,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3533,1785000285779,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3534,1785000285809,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3535,1785000285838,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3536,1785000285880,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3537,1785000285918,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
3538,1785000285948,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
