ts_unix_ms,open,high,low,close,volume
1704216900000,1.10443,1.10488,1.10437,1.10468,149
1704217200000,1.10468,1.10504,1.10465,1.10489,100
1704217500000,1.10489,1.10516,1.10489,1.10506,101
1704217800000,1.10506,1.10522,1.10503,1.10518,102
1704218100000,1.10518,1.10529,1.10513,1.10527,103
1704218400000,1.10527,1.1054,1.10519,1.10532,104
1704218700000,1.10532,1.10547,1.10521,1.10534,105
1704219000000,1.10534,1.10552,1.10521,1.10534,106
1704219300000,1.10534,1.10557,1.10517,1.10532,107
1704219600000,1.10532,1.10558,1.10512,1.1053,108
1704219900000,1.1053,1.10559,1.10508,1.10528,109
1704220200000,1.10528,1.10558,1.10506,1.10528,110
1704220500000,1.10528,1.10559,1.10504,1.10529,111
1704220800000,1.10529,1.10562,1.10504,1.10533,112
1704221100000,1.10533,1.10567,1.10507,1.1054,113
1704221400000,1.1054,1.10573,1.10513,1.10551,114
1704221700000,1.10551,1.10583,1.10522,1.10564,115
1704222000000,1.10564,1.10595,1.10535,1.10581,116
1704222300000,1.10581,1.10609,1.10551,1.10601,117
1704222600000,1.10601,1.10625,1.10571,1.10623,118
1704222900000,1.10623,1.10651,1.10593,1.10647,119
1704223200000,1.10647,1.10682,1.10617,1.10672,120
1704223500000,1.10672,1.10712,1.10643,1.10697,121
1704223800000,1.10697,1.1074,1.10668,1.1072,122
1704224100000,1.1072,1.10766,1.10693,1.10742,123
1704224400000,1.10742,1.10788,1.10716,1.10761,124
1704224700000,1.10761,1.10805,1.10736,1.10776,125
1704225000000,1.10776,1.10816,1.10753,1.10786,126
1704225300000,1.10786,1.10821,1.10765,1.10792,127
1704225600000,1.10792,1.1082,1.10772,1.10792,128
1704225900000,1.10792,1.10817,1.10769,1.10786,129
1704226200000,1.10786,1.10808,1.1076,1.10775,130
1704226500000,1.10775,1.10792,1.10746,1.10759,131
1704226800000,1.10759,1.10771,1.10728,1.10737,132
1704227100000,1.10737,1.10744,1.10705,1.10712,133
1704227400000,1.10712,1.10712,1.10679,1.10683,134
1704227700000,1.10683,1.10689,1.1065,1.10652,135
1704228000000,1.10652,1.10663,1.10618,1.10619,136
1704228300000,1.10619,1.10636,1.10583,1.10586,137
1704228600000,1.10586,1.10608,1.10547,1.10554,138
1704228900000,1.10554,1.10579,1.10514,1.10523,139
1704229200000,1.10523,1.10551,1.10483,1.10494,140
1704229500000,1.10494,1.10524,1.10455,1.10469,141
1704229800000,1.10469,1.10499,1.1043,1.10447,142
1704230100000,1.10447,1.10476,1.1041,1.10429,143
1704230400000,1.10429,1.10456,1.10394,1.10415,144
1704230700000,1.10415,1.10439,1.10382,1.10405,145
1704231000000,1.10405,1.10425,1.10374,1.10398,146
1704231300000,1.10398,1.10414,1.10369,1.10395,147
1704231600000,1.10395,1.10405,1.10367,1.10394,148
1704231900000,1.10394,1.104,1.10366,1.10395,149
1704232200000,1.10395,1.10398,1.10366,1.10397,100
1704232500000,1.10397,1.10406,1.10368,1.10399,101
1704232800000,1.10399,1.10413,1.10369,1.104,102
1704233100000,1.104,1.10419,1.1037,1.104,103
1704233400000,1.104,1.10423,1.10368,1.10397,104
1704233700000,1.10397,1.10423,1.10362,1.10392,105
1704234000000,1.10392,1.1042,1.10354,1.10383,106
1704234300000,1.10383,1.10413,1.10342,1.1037,107
1704234600000,1.1037,1.104,1.10327,1.10354,108
1704234900000,1.10354,1.10383,1.10309,1.10335,109
1704235200000,1.10335,1.10362,1.10288,1.10312,110
1704235500000,1.10312,1.10336,1.10265,1.10287,111
1704235800000,1.10287,1.10306,1.1024,1.1026,112
1704236100000,1.1026,1.10275,1.10214,1.10233,113
1704236400000,1.10233,1.10242,1.10189,1.10205,114
1704236700000,1.10205,1.10208,1.10165,1.10179,115
1704237000000,1.10179,1.10182,1.10143,1.10154,116
1704237300000,1.10154,1.10163,1.10124,1.10133,117
1704237600000,1.10133,1.10147,1.10109,1.10115,118
1704237900000,1.10115,1.10134,1.10099,1.10102,119
1704238200000,1.10102,1.10125,1.10093,1.10094,120
1704238500000,1.10094,1.10121,1.10089,1.10091,121
1704238800000,1.10091,1.10124,1.10087,1.10095,122
1704239100000,1.10095,1.10134,1.10087,1.10104,123
1704239400000,1.10104,1.10148,1.10094,1.10118,124
1704239700000,1.10118,1.10166,1.10105,1.10137,125
1704240000000,1.10137,1.10187,1.10122,1.10161,126
1704240300000,1.10161,1.1021,1.10143,1.10188,127
1704240600000,1.10188,1.10235,1.10168,1.10217,128
1704240900000,1.10217,1.10261,1.10196,1.10248,129
1704241200000,1.10248,1.10287,1.10225,1.1028,130
1704241500000,1.1028,1.10312,1.10255,1.10311,131
1704241800000,1.10311,1.10346,1.10285,1.10341,132
1704242100000,1.10341,1.10379,1.10313,1.10369,133
1704242400000,1.10369,1.1041,1.1034,1.10394,134
1704242700000,1.10394,1.10436,1.10364,1.10415,135
1704243000000,1.10415,1.10458,1.10386,1.10434,136
1704243300000,1.10434,1.10476,1.10404,1.10448,137
1704243600000,1.10448,1.10488,1.10418,1.10459,138
1704243900000,1.10459,1.10497,1.10429,1.10467,139
1704244200000,1.10467,1.10501,1.10438,1.10472,140
1704244500000,1.10472,1.10503,1.10443,1.10475,141
1704244800000,1.10475,1.10502,1.10447,1.10477,142
1704245100000,1.10477,1.10499,1.1045,1.10478,143
1704245400000,1.10478,1.10496,1.10453,1.1048,144
1704245700000,1.1048,1.10494,1.10456,1.10483,145
1704246000000,1.10483,1.10493,1.10461,1.10488,146
1704246300000,1.10488,1.10496,1.10468,1.10496,147
1704246600000,1.10496,1.10513,1.10478,1.10507,148
1704246900000,1.10507,1.10534,1.10492,1.10522,149
1704247200000,1.10522,1.10558,1.10509,1.10541,100
1704247500000,1.10541,1.10585,1.10531,1.10563,101
1704247800000,1.10563,1.10615,1.10556,1.1059,102
1704248100000,1.1059,1.10648,1.10585,1.1062,103
1704248400000,1.1062,1.10682,1.10618,1.10652,104
1704248700000,1.10652,1.10717,1.10652,1.10687,105
1704249000000,1.10687,1.10751,1.10683,1.10722,106
1704249300000,1.10722,1.10785,1.10716,1.10758,107
1704249600000,1.10758,1.10816,1.10749,1.10792,108
1704249900000,1.10792,1.10845,1.10781,1.10825,109
1704250200000,1.10825,1.10869,1.10811,1.10854,110
1704250500000,1.10854,1.1089,1.10838,1.1088,111
1704250800000,1.1088,1.10905,1.10862,1.10901,112
1704251100000,1.10901,1.1092,1.10881,1.10917,113
1704251400000,1.10917,1.10936,1.10895,1.10928,114
1704251700000,1.10928,1.10947,1.10904,1.10933,115
1704252000000,1.10933,1.10952,1.10906,1.10932,116
1704252300000,1.10932,1.10955,1.10899,1.10926,117
1704252600000,1.10926,1.10952,1.10887,1.10915,118
1704252900000,1.10915,1.10943,1.10871,1.10899,119
1704253200000,1.10899,1.10929,1.10851,1.10881,120
1704253500000,1.10881,1.1091,1.10829,1.10859,121
1704253800000,1.10859,1.10888,1.10806,1.10836,122
1704254100000,1.10836,1.10862,1.10783,1.10812,123
1704254400000,1.10812,1.10835,1.10759,1.10789,124
1704254700000,1.10789,1.10807,1.10738,1.10767,125
1704255000000,1.10767,1.1078,1.10718,1.10746,126
1704255300000,1.10746,1.10754,1.10702,1.10729,127
1704255600000,1.10729,1.1073,1.10688,1.10714,128
1704255900000,1.10714,1.10718,1.10678,1.10702,129
1704256200000,1.10702,1.10712,1.10671,1.10694,130
1704256500000,1.10694,1.10709,1.10668,1.10688,131
1704256800000,1.10688,1.10709,1.10667,1.10686,132
1704257100000,1.10686,1.1071,1.10669,1.10686,133
1704257400000,1.10686,1.10714,1.10672,1.10687,134
1704257700000,1.10687,1.10718,1.10675,1.10689,135
1704258000000,1.10689,1.10721,1.1068,1.10691,136
1704258300000,1.10691,1.10721,1.10684,1.10692,137
1704258600000,1.10692,1.1072,1.10687,1.10691,138
1704258900000,1.10691,1.10716,1.10686,1.10687,139
1704259200000,1.10687,1.10709,1.10678,1.1068,140
1704259500000,1.1068,1.10697,1.10664,1.10669,141
1704259800000,1.10669,1.10681,1.10646,1.10654,142
1704260100000,1.10654,1.1066,1.10624,1.10634,143
1704260400000,1.10634,1.10634,1.10598,1.1061,144
1704260700000,1.1061,1.10616,1.10567,1.10582,145
1704261000000,1.10582,1.10593,1.10533,1.1055,146
1704261300000,1.1055,1.10567,1.10496,1.10515,147
1704261600000,1.10515,1.10536,1.10456,1.10478,148
1704261900000,1.10478,1.10503,1.10416,1.10439,149
1704262200000,1.10439,1.10467,1.10375,1.104,100
1704262500000,1.104,1.10429,1.10335,1.10362,101
1704262800000,1.10362,1.10392,1.10298,1.10325,102
1704263100000,1.10325,1.10354,1.10263,1.10291,103
1704263400000,1.10291,1.10318,1.10231,1.10261,104
1704263700000,1.10261,1.10285,1.10205,1.10234,105
1704264000000,1.10234,1.10255,1.10183,1.10213,106
1704264300000,1.10213,1.10229,1.10167,1.10197,107
1704264600000,1.10197,1.10207,1.10157,1.10187,108
1704264900000,1.10187,1.10191,1.10152,1.10182,109
1704265200000,1.10182,1.10183,1.10153,1.10181,110
1704265500000,1.10181,1.10193,1.10154,1.10186,111
1704265800000,1.10186,1.10208,1.1016,1.10195,112
1704266100000,1.10195,1.10225,1.10169,1.10206,113
1704266400000,1.10206,1.10243,1.10183,1.10221,114
1704266700000,1.10221,1.10262,1.10199,1.10236,115
1704267000000,1.10236,1.10281,1.10217,1.10252,116
1704267300000,1.10252,1.10298,1.10235,1.10268,117
1704267600000,1.10268,1.10312,1.10253,1.10283,118
1704267900000,1.10283,1.10324,1.1027,1.10295,119
1704268200000,1.10295,1.10332,1.10285,1.10305,120
1704268500000,1.10305,1.10335,1.10297,1.10312,121
1704268800000,1.10312,1.10335,1.10307,1.10316,122
1704269100000,1.10316,1.10331,1.10314,1.10317,123
1704269400000,1.10317,1.10325,1.10314,1.10314,124
1704269700000,1.10314,1.10317,1.10307,1.1031,125
1704270000000,1.1031,1.10313,1.10297,1.10303,126
1704270300000,1.10303,1.10312,1.10287,1.10295,127
1704270600000,1.10295,1.1031,1.10276,1.10287,128
1704270900000,1.10287,1.10307,1.10266,1.10279,129
1704271200000,1.10279,1.10303,1.10257,1.10273,130
1704271500000,1.10273,1.103,1.10251,1.10269,131
1704271800000,1.10269,1.10298,1.10248,1.10268,132
1704272100000,1.10268,1.10301,1.10246,1.10271,133
1704272400000,1.10271,1.10307,1.10247,1.10278,134
1704272700000,1.10278,1.10318,1.10252,1.10289,135
1704273000000,1.10289,1.10331,1.10262,1.10306,136
1704273300000,1.10306,1.10349,1.10278,1.10327,137
1704273600000,1.10327,1.1037,1.10298,1.10353,138
1704273900000,1.10353,1.10395,1.10323,1.10382,139
1704274200000,1.10382,1.10422,1.10352,1.10415,140
1704274500000,1.10415,1.10452,1.10385,1.10451,141
1704274800000,1.10451,1.10493,1.10421,1.10488,142
1704275100000,1.10488,1.10537,1.10458,1.10526,143
1704275400000,1.10526,1.10579,1.10497,1.10563,144
1704275700000,1.10563,1.1062,1.10535,1.10599,145
1704276000000,1.10599,1.10657,1.10572,1.10632,146
1704276300000,1.10632,1.1069,1.10606,1.10662,147
1704276600000,1.10662,1.10718,1.10638,1.10688,148
1704276900000,1.10688,1.1074,1.10666,1.1071,149
1704277200000,1.1071,1.10756,1.10689,1.10726,100
1704277500000,1.10726,1.10765,1.10707,1.10737,101
1704277800000,1.10737,1.10768,1.10721,1.10743,102
1704278100000,1.10743,1.10766,1.10729,1.10745,103
1704278400000,1.10745,1.10761,1.1073,1.10742,104
1704278700000,1.10742,1.10753,1.10726,1.10735,105
1704279000000,1.10735,1.1074,1.10718,1.10725,106
1704279300000,1.10725,1.10726,1.10709,1.10713,107
1704279600000,1.10713,1.1072,1.10699,1.107,108
1704279900000,1.107,1.10712,1.10685,1.10686,109
1704280200000,1.10686,1.10704,1.10669,1.10674,110
1704280500000,1.10674,1.10696,1.10655,1.10662,111
1704280800000,1.10662,1.10688,1.10643,1.10653,112
1704281100000,1.10653,1.10681,1.10634,1.10646,113
1704281400000,1.10646,1.10676,1.10627,1.10642,114
1704281700000,1.10642,1.10672,1.10624,1.10641,115
1704282000000,1.10641,1.10673,1.10622,1.10644,116
1704282300000,1.10644,1.10675,1.10622,1.10649,117
1704282600000,1.10649,1.1068,1.10626,1.10656,118
1704282900000,1.10656,1.10685,1.10631,1.10665,119
1704283200000,1.10665,1.1069,1.10639,1.10675,120
1704283500000,1.10675,1.10694,1.10648,1.10685,121
1704283800000,1.10685,1.10698,1.10657,1.10694,122
1704284100000,1.10694,1.10705,1.10665,1.10702,123
1704284400000,1.10702,1.10715,1.10672,1.10707,124
1704284700000,1.10707,1.10723,1.10677,1.10709,125
1704285000000,1.10709,1.10728,1.10676,1.10706,126
1704285300000,1.10706,1.10729,1.10669,1.10699,127
1704285600000,1.10699,1.10725,1.10657,1.10687,128
1704285900000,1.10687,1.10715,1.10641,1.10669,129
1704286200000,1.10669,1.10699,1.10619,1.10647,130
1704286500000,1.10647,1.10677,1.10593,1.1062,131
1704286800000,1.1062,1.10648,1.10563,1.10588,132
1704287100000,1.10588,1.10614,1.1053,1.10553,133
1704287400000,1.10553,1.10576,1.10493,1.10515,134
1704287700000,1.10515,1.10534,1.10456,1.10476,135
1704288000000,1.10476,1.10489,1.10417,1.10435,136
1704288300000,1.10435,1.10443,1.10379,1.10395,137
1704288600000,1.10395,1.10396,1.10342,1.10356,138
1704288900000,1.10356,1.1036,1.10308,1.10319,139
1704289200000,1.10319,1.10329,1.10277,1.10285,140
1704289500000,1.10285,1.103,1.10249,1.10255,141
1704289800000,1.10255,1.10275,1.10226,1.10229,142
1704290100000,1.10229,1.10253,1.10208,1.10208,143
1704290400000,1.10208,1.10235,1.10189,1.10192,144
1704290700000,1.10192,1.10221,1.10175,1.1018,145
1704291000000,1.1018,1.1021,1.10165,1.10174,146
1704291300000,1.10174,1.10203,1.1016,1.10171,147
1704291600000,1.10171,1.10199,1.10158,1.10171,148
1704291900000,1.10171,1.102,1.10156,1.10175,149
1704292200000,1.10175,1.10201,1.10157,1.1018,100
1704292500000,1.1018,1.10203,1.1016,1.10186,101
1704292800000,1.10186,1.10204,1.10164,1.10192,102
1704293100000,1.10192,1.10203,1.10168,1.10197,103
1704293400000,1.10197,1.10201,1.10172,1.10201,104
1704293700000,1.10201,1.10209,1.10175,1.10203,105
1704294000000,1.10203,1.10214,1.10174,1.10202,106
1704294300000,1.10202,1.10219,1.10169,1.10197,107
1704294600000,1.10197,1.10219,1.10161,1.1019,108
1704294900000,1.1019,1.10215,1.1015,1.1018,109
1704295200000,1.1018,1.10208,1.10137,1.10167,110
1704295500000,1.10167,1.10197,1.10122,1.10152,111
1704295800000,1.10152,1.10182,1.10106,1.10135,112
1704296100000,1.10135,1.10165,1.10089,1.10118,113
1704296400000,1.10118,1.10145,1.10073,1.10101,114
1704296700000,1.10101,1.10125,1.10058,1.10085,115
1704297000000,1.10085,1.10105,1.10045,1.10071,116
1704297300000,1.10071,1.10087,1.10036,1.1006,117
1704297600000,1.1006,1.1007,1.1003,1.10053,118
1704297900000,1.10053,1.10057,1.10029,1.10051,119
1704298200000,1.10051,1.10055,1.10032,1.10053,120
1704298500000,1.10053,1.10068,1.10036,1.10061,121
1704298800000,1.10061,1.10087,1.10046,1.10074,122
1704299100000,1.10074,1.10111,1.10062,1.10092,123
1704299400000,1.10092,1.10139,1.10083,1.10116,124
1704299700000,1.10116,1.10171,1.10109,1.10145,125
1704300000000,1.10145,1.10206,1.10141,1.10177,126
1704300300000,1.10177,1.10243,1.10176,1.10213,127
1704300600000,1.10213,1.1028,1.10211,1.1025,128
1704300900000,1.1025,1.10318,1.10247,1.10289,129
1704301200000,1.10289,1.10355,1.10283,1.10329,130
1704301500000,1.10329,1.1039,1.10319,1.10367,131
1704301800000,1.10367,1.10422,1.10355,1.10403,132
1704302100000,1.10403,1.10451,1.10389,1.10437,133
1704302400000,1.10437,1.10476,1.1042,1.10467,134
1704302700000,1.10467,1.10496,1.10449,1.10494,135
1704303000000,1.10494,1.1052,1.10473,1.10516,136
1704303300000,1.10516,1.10543,1.10493,1.10534,137
1704303600000,1.10534,1.10563,1.1051,1.10548,138
1704303900000,1.10548,1.10577,1.10522,1.10557,139
1704304200000,1.10557,1.10587,1.1053,1.10563,140
1704304500000,1.10563,1.10593,1.10535,1.10566,141
1704304800000,1.10566,1.10597,1.10537,1.10567,142
1704305100000,1.10567,1.10597,1.10538,1.10567,143
1704305400000,1.10567,1.10597,1.10537,1.10566,144
1704305700000,1.10566,1.10595,1.10536,1.10566,145
1704306000000,1.10566,1.10593,1.10536,1.10567,146
1704306300000,1.10567,1.10592,1.10538,1.1057,147
1704306600000,1.1057,1.10593,1.10542,1.10576,148
1704306900000,1.10576,1.10597,1.10548,1.10585,149
1704307200000,1.10585,1.10603,1.10558,1.10597,100
1704307500000,1.10597,1.10613,1.10571,1.10612,101
1704307800000,1.10612,1.10636,1.10588,1.1063,102
1704308100000,1.1063,1.10663,1.10608,1.10652,103
1704308400000,1.10652,1.10692,1.10632,1.10675,104
1704308700000,1.10675,1.10722,1.10657,1.10701,105
1704309000000,1.10701,1.10751,1.10685,1.10726,106
1704309300000,1.10726,1.1078,1.10713,1.10752,107
1704309600000,1.10752,1.10806,1.10741,1.10777,108
1704309900000,1.10777,1.10829,1.10768,1.10799,109
1704310200000,1.10799,1.10848,1.10793,1.10818,110
1704310500000,1.10818,1.10861,1.10815,1.10834,111
1704310800000,1.10834,1.10869,1.10834,1.10845,112
1704311100000,1.10845,1.10871,1.10842,1.1085,113
1704311400000,1.1085,1.10866,1.10845,1.1085,114
1704311700000,1.1085,1.10861,1.10837,1.10845,115
1704312000000,1.10845,1.1085,1.10824,1.10834,116
1704312300000,1.10834,1.10835,1.10805,1.10818,117
1704312600000,1.10818,1.10825,1.10781,1.10797,118
1704312900000,1.10797,1.10809,1.10754,1.10771,119
1704313200000,1.10771,1.10789,1.10723,1.10743,120
1704313500000,1.10743,1.10765,1.1069,1.10712,121
1704313800000,1.10712,1.10738,1.10656,1.1068,122
1704314100000,1.1068,1.10708,1.10622,1.10647,123
1704314400000,1.10647,1.10677,1.10589,1.10615,124
1704314700000,1.10615,1.10645,1.10557,1.10585,125
1704315000000,1.10585,1.10614,1.10528,1.10557,126
1704315300000,1.10557,1.10584,1.10503,1.10532,127
1704315600000,1.10532,1.10556,1.10481,1.10511,128
1704315900000,1.10511,1.1053,1.10464,1.10493,129
1704316200000,1.10493,1.10508,1.1045,1.1048,130
1704316500000,1.1048,1.10489,1.10441,1.10471,131
1704316800000,1.10471,1.10474,1.10435,1.10465,132
1704317100000,1.10465,1.10467,1.10433,1.10462,133
1704317400000,1.10462,1.1047,1.10434,1.10461,134
1704317700000,1.10461,1.10477,1.10435,1.10462,135
1704318000000,1.10462,1.10484,1.10438,1.10464,136
1704318300000,1.10464,1.1049,1.10441,1.10466,137
1704318600000,1.10466,1.10494,1.10445,1.10467,138
1704318900000,1.10467,1.10496,1.10447,1.10466,139
1704319200000,1.10466,1.10496,1.10446,1.10463,140
1704319500000,1.10463,1.10493,1.10442,1.10457,141
1704319800000,1.10457,1.10485,1.10435,1.10447,142
1704320100000,1.10447,1.10473,1.10424,1.10434,143
1704320400000,1.10434,1.10456,1.1041,1.10417,144
1704320700000,1.10417,1.10435,1.10392,1.10397,145
1704321000000,1.10397,1.1041,1.10371,1.10373,146
1704321300000,1.10373,1.10381,1.10347,1.10347,147
1704321600000,1.10347,1.10349,1.10316,1.1032,148
1704321900000,1.1032,1.10325,1.10285,1.10292,149
1704322200000,1.10292,1.10302,1.10254,1.10263,100
1704322500000,1.10263,1.10279,1.10225,1.10236,101
1704322800000,1.10236,1.10257,1.10197,1.10211,102
1704323100000,1.10211,1.10236,1.10173,1.1019,103
1704323400000,1.1019,1.10217,1.10153,1.10172,104
1704323700000,1.10172,1.10201,1.10138,1.10158,105
1704324000000,1.10158,1.10188,1.10128,1.1015,106
1704324300000,1.1015,1.1018,1.10123,1.10147,107
1704324600000,1.10147,1.10178,1.10122,1.1015,108
1704324900000,1.1015,1.10184,1.10123,1.10159,109
1704325200000,1.10159,1.10194,1.10131,1.10173,110
1704325500000,1.10173,1.10208,1.10144,1.10192,111
1704325800000,1.10192,1.10226,1.10162,1.10214,112
1704326100000,1.10214,1.10246,1.10184,1.10241,113
1704326400000,1.10241,1.1027,1.10211,1.10269,114
1704326700000,1.10269,1.10305,1.10239,1.10299,115
1704327000000,1.10299,1.10342,1.1027,1.1033,116
1704327300000,1.1033,1.10377,1.10301,1.10359,117
1704327600000,1.10359,1.1041,1.10331,1.10388,118
1704327900000,1.10388,1.1044,1.10361,1.10414,119
1704328200000,1.10414,1.10466,1.10389,1.10437,120
1704328500000,1.10437,1.10487,1.10413,1.10457,121
1704328800000,1.10457,1.10504,1.10435,1.10474,122
1704329100000,1.10474,1.10516,1.10453,1.10487,123
1704329400000,1.10487,1.10523,1.10468,1.10496,124
1704329700000,1.10496,1.10526,1.1048,1.10502,125
1704330000000,1.10502,1.10525,1.10488,1.10505,126
1704330300000,1.10505,1.10522,1.10494,1.10506,127
1704330600000,1.10506,1.10516,1.10498,1.10507,128
1704330900000,1.10507,1.1051,1.105,1.10506,129
1704331200000,1.10506,1.10509,1.10503,1.10507,130
1704331500000,1.10507,1.10516,1.10506,1.10508,131
1704331800000,1.10508,1.10526,1.10506,1.10512,132
1704332100000,1.10512,1.10537,1.10507,1.10519,133
1704332400000,1.10519,1.10552,1.10511,1.10529,134
1704332700000,1.10529,1.10569,1.10519,1.10543,135
1704333000000,1.10543,1.10589,1.1053,1.1056,136
1704333300000,1.1056,1.10612,1.10545,1.10582,137
1704333600000,1.10582,1.10637,1.10565,1.10607,138
1704333900000,1.10607,1.10664,1.10588,1.10636,139
1704334200000,1.10636,1.10693,1.10614,1.10667,140
1704334500000,1.10667,1.10723,1.10644,1.107,141
1704334800000,1.107,1.10752,1.10675,1.10734,142
1704335100000,1.10734,1.10781,1.10707,1.10767,143
1704335400000,1.10767,1.10808,1.1074,1.108,144
1704335700000,1.108,1.10833,1.10772,1.10831,145
1704336000000,1.10831,1.10862,1.10801,1.10858,146
1704336300000,1.10858,1.10891,1.10828,1.10882,147
1704336600000,1.10882,1.10916,1.10852,1.10901,148
1704336900000,1.10901,1.10934,1.10871,1.10914,149
1704337200000,1.10914,1.10947,1.10885,1.10923,100
1704337500000,1.10923,1.10952,1.10893,1.10925,101
1704337800000,1.10925,1.10954,1.10894,1.10922,102
1704338100000,1.10922,1.10952,1.10886,1.10914,103
1704338400000,1.10914,1.10943,1.10874,1.10901,104
1704338700000,1.10901,1.10929,1.10858,1.10883,105
1704339000000,1.10883,1.10909,1.10839,1.10862,106
1704339300000,1.10862,1.10884,1.10818,1.10839,107
1704339600000,1.10839,1.10856,1.10795,1.10814,108
1704339900000,1.10814,1.10826,1.10772,1.10789,109
1704340200000,1.10789,1.10795,1.10749,1.10764,110
1704340500000,1.10764,1.10764,1.10728,1.1074,111
1704340800000,1.1074,1.10746,1.10709,1.10719,112
1704341100000,1.10719,1.1073,1.10692,1.107,113
1704341400000,1.107,1.10716,1.10679,1.10684,114
1704341700000,1.10684,1.10705,1.10669,1.10671,115
1704342000000,1.10671,1.10696,1.10661,1.10661,116
1704342300000,1.10661,1.10689,1.10652,1.10655,117
1704342600000,1.10655,1.10685,1.10645,1.10651,118
1704342900000,1.10651,1.10681,1.10641,1.1065,119
1704343200000,1.1065,1.10679,1.10639,1.1065,120
1704343500000,1.1065,1.10678,1.10636,1.10651,121
1704343800000,1.10651,1.10675,1.10634,1.10651,122
1704344100000,1.10651,1.10671,1.10632,1.1065,123
1704344400000,1.1065,1.10666,1.10627,1.10648,124
1704344700000,1.10648,1.10658,1.1062,1.10642,125
1704345000000,1.10642,1.10647,1.1061,1.10634,126
1704345300000,1.10634,1.10635,1.10595,1.10621,127
1704345600000,1.10621,1.10628,1.10577,1.10604,128
1704345900000,1.10604,1.10617,1.10555,1.10583,129
1704346200000,1.10583,1.10601,1.10528,1.10557,130
1704346500000,1.10557,1.1058,1.10498,1.10527,131
1704346800000,1.10527,1.10553,1.10464,1.10494,132
1704347100000,1.10494,1.10522,1.10428,1.10458,133
1704347400000,1.10458,1.10487,1.10389,1.10419,134
1704347700000,1.10419,1.10449,1.1035,1.10379,135
1704348000000,1.10379,1.10408,1.10311,1.10339,136
1704348300000,1.10339,1.10366,1.10272,1.103,137
1704348600000,1.103,1.10324,1.10236,1.10263,138
1704348900000,1.10263,1.10282,1.10203,1.10229,139
1704349200000,1.10229,1.10243,1.10174,1.10198,140
1704349500000,1.10198,1.10207,1.10149,1.10172,141
1704349800000,1.10172,1.10175,1.1013,1.1015,142
1704350100000,1.1015,1.10153,1.10116,1.10134,143
1704350400000,1.10134,1.10143,1.10107,1.10124,144
1704350700000,1.10124,1.10138,1.10104,1.10118,145
1704351000000,1.10118,1.10138,1.10107,1.10118,146
1704351300000,1.10118,1.10146,1.10109,1.10123,147
1704351600000,1.10123,1.10158,1.10117,1.10131,148
1704351900000,1.10131,1.10172,1.10128,1.10143,149
1704352200000,1.10143,1.10187,1.10142,1.10157,100
1704352500000,1.10157,1.10202,1.10155,1.10173,101
1704352800000,1.10173,1.10217,1.10168,1.10188,102
1704353100000,1.10188,1.1023,1.10181,1.10204,103
1704353400000,1.10204,1.1024,1.10194,1.10218,104
1704353700000,1.10218,1.10248,1.10205,1.1023,105
1704354000000,1.1023,1.10252,1.10215,1.10239,106
1704354300000,1.10239,1.10253,1.10222,1.10246,107
1704354600000,1.10246,1.1025,1.10226,1.10249,108
1704354900000,1.10249,1.10254,1.10228,1.1025,109
1704355200000,1.1025,1.1026,1.10224,1.10247,110
1704355500000,1.10247,1.10263,1.10217,1.10242,111
1704355800000,1.10242,1.10263,1.10209,1.10235,112
1704356100000,1.10235,1.1026,1.102,1.10228,113
1704356400000,1.10228,1.10255,1.10191,1.1022,114
1704356700000,1.1022,1.10249,1.10183,1.10212,115
1704357000000,1.10212,1.10242,1.10177,1.10206,116
1704357300000,1.10206,1.10236,1.10173,1.10203,117
1704357600000,1.10203,1.10231,1.10173,1.10203,118
1704357900000,1.10203,1.10231,1.10173,1.10206,119
1704358200000,1.10206,1.10235,1.10177,1.10214,120
1704358500000,1.10214,1.10243,1.10186,1.10227,121
1704358800000,1.10227,1.10255,1.10199,1.10244,122
1704359100000,1.10244,1.10272,1.10218,1.10267,123
1704359400000,1.10267,1.10294,1.10241,1.10293,124
1704359700000,1.10293,1.10331,1.1027,1.10324,125
1704360000000,1.10324,1.1037,1.10302,1.10358,126
1704360300000,1.10358,1.10412,1.10338,1.10394,127
1704360600000,1.10394,1.10454,1.10377,1.10433,128
1704360900000,1.10433,1.10497,1.10417,1.10471,129
1704361200000,1.10471,1.10537,1.10458,1.10509,130
1704361500000,1.10509,1.10575,1.10499,1.10546,131
1704361800000,1.10546,1.10609,1.10538,1.1058,132
1704362100000,1.1058,1.10639,1.10574,1.1061,133
1704362400000,1.1061,1.10664,1.10608,1.10637,134
1704362700000,1.10637,1.10682,1.10636,1.10658,135
1704363000000,1.10658,1.10695,1.10655,1.10675,136
1704363300000,1.10675,1.10702,1.10669,1.10687,137
1704363600000,1.10687,1.10703,1.10678,1.10693,138
1704363900000,1.10693,1.10699,1.10683,1.10695,139
1704364200000,1.10695,1.10698,1.10679,1.10693,140
1704364500000,1.10693,1.10701,1.10671,1.10687,141
1704364800000,1.10687,1.10701,1.1066,1.10678,142
1704365100000,1.10678,1.10697,1.10647,1.10667,143
1704365400000,1.10667,1.1069,1.10633,1.10655,144
1704365700000,1.10655,1.10682,1.10619,1.10643,145
1704366000000,1.10643,1.10672,1.10606,1.10632,146
1704366300000,1.10632,1.10661,1.10595,1.10622,147
1704366600000,1.10622,1.10651,1.10586,1.10614,148
